split_name,feature_setting,feature,group,correlation,monotonicity,robustness,total_score
cross_train_C1_C3_test_C2,selected_top60,v_wpt_l3_b2_energy_ratio,wavelet,0.6656835740453457,0.03269971212007844,0.9657435297308259,0.4424960248437868
cross_train_C1_C3_test_C2,selected_top60,v_rms,time,0.5757367169975037,0.13716820553408735,0.9813210882905989,0.4408677495414467
cross_train_C1_C3_test_C2,selected_top60,v_band_ratio_0_2k,frequency,0.6473079704536822,0.047187730367230105,0.9787036390830762,0.4403994412820407
cross_train_C1_C3_test_C2,selected_top60,h_std,time,0.5850774181746239,0.11995204527560185,0.9784761616844064,0.43836714336599336
cross_train_C1_C3_test_C2,selected_top60,h_rms,time,0.585010615481089,0.1163494559158662,0.978241875383499,0.4368692776452409
cross_train_C1_C3_test_C2,selected_top60,v_wpt_l3_b1_rms,wavelet,0.6120927225310914,0.08439700654961786,0.9694674632804168,0.4367519102134345
cross_train_C1_C3_test_C2,selected_top60,v_std,time,0.5759028360457249,0.12582064282043653,0.9814043916759981,0.4364201143186369
cross_train_C1_C3_test_C2,selected_top60,h_wpt_l3_b6_rms,wavelet,0.5948879897000408,0.0990986690634145,0.9701994437889832,0.4341034068542845
cross_train_C1_C3_test_C2,selected_top60,v_spectral_entropy,frequency,0.6491806513929523,0.024939388044951966,0.9870333803720311,0.43326941895166005
cross_train_C1_C3_test_C2,selected_top60,v_wpt_l3_b2_rms,wavelet,0.5704230742157147,0.11928448212913094,0.9702153545369618,0.4299468654132059
cross_train_C1_C3_test_C2,selected_top60,h_wpt_l3_b2_rms,wavelet,0.6008227254239167,0.07959916699890068,0.9725493066064158,0.42950596017216025
cross_train_C1_C3_test_C2,selected_top60,h_wpt_l3_b8_energy_ratio,wavelet,0.6487096917929192,0.02594087295545787,0.9470320040037896,0.42943439547902174
cross_train_C1_C3_test_C2,selected_top60,h_wpt_l3_b4_rms,wavelet,0.6049620162025063,0.07371784558579894,0.9705913700952982,0.4290272833451026
cross_train_C1_C3_test_C2,selected_top60,v_wpt_l3_b7_rms,wavelet,0.5983889277068675,0.0795548358734207,0.9701617769844476,0.4280325759012468
cross_train_C1_C3_test_C2,selected_top60,h_wpt_l3_b5_rms,wavelet,0.6030727433101801,0.07220304422672548,0.9721250811113546,0.4276300974569157
cross_train_C1_C3_test_C2,selected_top60,v_wpt_l3_b5_rms,wavelet,0.5957286709473167,0.0802061271788087,0.975106603311938,0.4274574466763757
cross_train_C1_C3_test_C2,selected_top60,v_wpt_l3_b6_rms,wavelet,0.58679490845935,0.09017172020850431,0.9738745521937653,0.4268535975324533
cross_train_C1_C3_test_C2,selected_top60,v_band_energy_10k_nyquist,frequency,0.6018703356614536,0.0794803422103047,0.9395889481458819,0.42668619952943687
cross_train_C1_C3_test_C2,selected_top60,h_wpt_l3_b7_energy_ratio,wavelet,0.6341764426783945,0.03604551098088039,0.9517345418313123,0.4266798799146806
cross_train_C1_C3_test_C2,selected_top60,v_wpt_l3_b8_energy_ratio,wavelet,0.654399319427448,0.011993732570696608,0.9397802173423448,0.4259751744762371
cross_train_C1_C3_test_C2,selected_top60,v_wpt_l3_b8_rms,wavelet,0.5953237054784293,0.06762872574786831,0.9644944373823894,0.4211627867766009
cross_train_C1_C3_test_C2,selected_top60,v_band_energy_5k_10k,frequency,0.559895610956527,0.11402811101321744,0.9413638650553495,0.4196954363890854
cross_train_C1_C3_test_C2,selected_top60,v_spectral_centroid,frequency,0.607867151226939,0.03472808008079579,0.971813969595892,0.415006204605377
cross_train_C1_C3_test_C2,selected_top60,h_wpt_l3_b6_energy_ratio,wavelet,0.6157208316345317,0.02466316447371864,0.9607390859611189,0.41379959020286516
cross_train_C1_C3_test_C2,selected_top60,h_band_energy_5k_10k,frequency,0.5553977309039528,0.09952424050137429,0.9506781761668402,0.4125763792692102
cross_train_C1_C3_test_C2,selected_top60,h_wpt_l3_b3_rms,wavelet,0.5527399972140896,0.09868983789027586,0.9633507931527776,0.4121810130784329
